Author,Content,Upvotes,Downvotes,Timestamp,Has_Image,Image_Count,Image_URLs,Page_Number,Post_ID
puppylovely,不扩列宝宝谢谢喜欢噢🥰,0,0,2 days ago,False,0,,4,post-13238495
Zcest,我的图片发不出来撒怎么办呀？,0,0,2 days ago,False,0,,4,post-13238428
puppylovely,开了加速器吗？,0,0,2 days ago,False,0,,4,post-13238490
Zcest,加速器是啥？,0,0,1 day ago,False,0,,4,post-13245508
puppylovely,去外网必须要开的东西，建议善用搜索引擎了解一下⌯oᴗo⌯,0,0,1 day ago,False,0,,4,post-13247349
GGLOVEAX,老师透明蒙版是哪个QωQ,0,0,1 day ago,False,0,,4,post-13242803
puppylovely,选颜色的option界面，左上角那里T开头的那个,0,0,1 day ago,False,0,,4,post-13247345
qqwsndg,我想要一个下载方式，谢谢,2,0,2 days ago,False,0,,4,post-13236013
Q_3.14,,0,0,142 days ago,False,0,,4,post-13239424
Yvonne114514,阿那克薩戈拉斯老師,0,0,1145142 days ago,True,1,https://img.itch.zone/aW1nLzIxODk5Mjg2LmdpZg==/original/Q6I7Co.gif,4,post-13235977
Flokines,那刻夏老师！,0,0,2 days ago,False,0,,4,post-13240748
YUANNNNN,小静香和章鱼哔呀,1,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk4NzkyLmdpZg==/original/xVSqc4.gif,4,post-13235701
kwsn5399,,0,1,53992 days ago,False,0,,4,post-13235908
youyum,,1,0,2 days ago,True,2,https://img.itch.zone/aW1nLzIxODk4NjYwLmdpZg==/original/MpDgQo.gif;https://img.itch.zone/aW1nLzIxODk4NjYxLmdpZg==/original/CPfXsS.gif,4,post-13235600
silyn233,,0,0,2332 days ago,True,1,https://img.itch.zone/aW1nLzIxODk4NjM4LmdpZg==/original/thZx5a.gif,4,post-13235582
Huahai_1015,画了亚瑟的肉 漫游记真的好适合用这个网站画,2,0,10152 days ago,True,1,https://img.itch.zone/aW1nLzIxODk3ODU3LmdpZg==/original/J9yvcx.gif,4,post-13235188
帕斯挞,,5,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk3NjAwLmdpZg==/original/dq8TDN.gif,4,post-13235103
puppylovely,街の少女,10,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk3MzExLmdpZg==/original/8SLbId.gif,4,post-13234970
qiitta,好好看,0,0,2 days ago,False,0,,4,post-13238106
Mlaaa,太牛了,0,0,2 days ago,False,0,,4,post-13238496
yu 1234,SO COOL!!!,0,0,12341 day ago,False,0,,4,post-13245746
109105115116,老师太厉害了呜呜呜呜呜呜呜,0,0,1091051151161 day ago,False,0,,4,post-13249077
ciomzzz,,3,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk3MDU1LmdpZg==/original/%2BlpbJE.gif,4,post-13234874
bakaoniichan321,,2,1,3212 days ago,True,1,https://img.itch.zone/aW1nLzIxODk2NjIzLmdpZg==/original/CLOtyh.gif,4,post-13234710
GPS-Teach,妈妈dayo~,0,0,2 days ago,False,0,,4,post-13237643
fox_.xx,,3,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk2MDk4LmdpZg==/original/FDjIvL.gif,4,post-13234528
Venti@0616,,1,0,06162 days ago,True,1,https://img.itch.zone/aW1nLzIxODk2MDM1LmdpZg==/original/eGIhhG.gif,4,post-13234487
ciomzzz,,1,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk1NzU5LmdpZg==/original/ITHaiu.gif,4,post-13234382
kqsgsk_MYYY,这是我的oc,1,0,2 days ago,False,0,,4,post-13234345
Lostalgie,,1,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk1NDEzLmdpZg==/original/Lxlw0C.gif,4,post-13234221
bassistd,,0,0,3 days ago,False,0,,4,post-13234193
orrz,,4,3,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0ODIwLmdpZg==/original/hDAgXC.gif,4,post-13233930
以那大烏鴉,有點歪掉:(,3,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0NzE1LmdpZg==/original/KWNMMX.gif,4,post-13233887
jonghyun.59487,老師請問是怎麼讓圖案閃現跟 改變紋路的TT,1,2,594872 days ago,False,0,,4,post-13234634
以那大烏鴉,這裡好像沒辦法傳影片 我用雲端連結給你 你看看能不能看ㄏㄟ https://drive.google.com/drive/folders/1XDX0l565OckjgeanHpiLMr6SP0_l89QV,0,0,2 days ago,False,0,,4,post-13239468
Alice ff,架不了梯子的痛苦我懂（T-T）,0,0,3 days ago,False,0,,4,post-13233883
ButterTh,Saturn time～ （怎么四张画四个画风,3,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0NjEwLmdpZg==/original/oyX4bl.gif,4,post-13233858
youyum,earthbound<333,1,0,2 days ago,False,0,,4,post-13235542
zxw1225,怎么开始画啊😭🥺🥺,0,0,12253 days ago,False,0,,4,post-13233828
以那大烏鴉,按这个run tool然后再按let's draw就可以开始画了喔,0,0,3 days ago,True,2,https://img.itch.zone/aW1nLzIxODk0ODIxLnBuZw==/original/IGxpQk.png;https://img.itch.zone/aW1nLzIxODk0ODE2LnBuZw==/original/mKPfAI.png,4,post-13233926
zxw1225,,0,1,12253 days ago,False,0,,4,post-13233825
fatioshushu,,1,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0Mjg3LmdpZg==/original/pTrH2X.gif,4,post-13233693
QwQooo,好可爱😻😻,1,0,3 days ago,False,0,,4,post-13233755
youyum,卡比🥰🥰,0,0,2 days ago,False,0,,4,post-13235681
QwQooo,有人知道怎么下载吗,1,0,3 days ago,False,0,,4,post-13233689
以那大烏鴉,<-戳這個,1,1,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0MzgwLnBuZw==/original/JcuI33.png,4,post-13233754
ButterTh,,6,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0MjIyLmdpZg==/original/A36Tmn.gif,4,post-13233655
LQQI,为什么你们有除了粉蓝黄其他的颜色,0,1,3 days ago,False,0,,4,post-13233564
ainimeizi,可以调，网上有教程,0,1,3 days ago,False,0,,4,post-13233684
LQQI,,0,0,3 days ago,False,0,,4,post-13233875
rui525-gif,要搜什么才能找到教程啊,0,0,3 days ago,False,0,,4,post-13234229
Not a madao,在options有色卡，有一个小框左边滑就会有不一样的配色,1,0,2 days ago,True,1,https://img.itch.zone/aW1nLzIxODk2NDg2LnBuZw==/original/KQVgkc.png,4,post-13234654
184194388,找色卡,0,1,1841943883 days ago,False,0,,4,post-13233923
ButterTh,蛋黄酱黑帮来了ᕦ (▀̿Ĺ̯▀̿ ̿),2,1,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkzNzI0LmdpZg==/original/riFyIx.gif,4,post-13233479
Zdmjzs,老师可以拿图吗(｡･ω･｡),0,0,3 days ago,False,0,,4,post-13234009
ButterTh,抱歉不行，不过感谢喜欢！( *｀ω´),0,0,2 days ago,False,0,,4,post-13240690
ButterTh,い〜やい〜やい〜や,2,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkzNjkwLmdpZg==/original/xHWaOE.gif,4,post-13233466
LQQI,先生の絵は素晴らしい！,1,0,2 days ago,False,0,,4,post-13237300
ButterTh,嘿嘿谢谢喜欢，小尼祝你好胃口～,0,0,2 days ago,False,0,,4,post-13240730
以那大烏鴉,不知道該用哪個色調好,2,0,3 days ago,True,2,https://img.itch.zone/aW1nLzIxODkzNjE0LmdpZg==/original/zbSg2%2B.gif;https://img.itch.zone/aW1nLzIxODkzNjE2LmdpZg==/original/lI2dSF.gif,4,post-13233418
LoveMelikeU,我喜欢第一个！（虽然都很好看,1,0,2 days ago,False,0,,4,post-13239460
ordin._.ary,,4,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkzMDQzLmdpZg==/original/lIRnIO.gif,5,post-13233136
xxxvii,家人们我想知道为什么我的画笔画的线特别直，然后上色只能上一点一点的?,1,1,3 days ago,False,0,,5,post-13233123
gaoxinyi,我也是,0,1,3 days ago,False,0,,5,post-13233599
murmurdoze,,3,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkyOTg1LmdpZg==/original/hpQA7w.gif,5,post-13233100
Zdmjzs,老师能问一下这个萌妹子是谁吗(｡･ω･｡),0,0,3 days ago,False,0,,5,post-13234027
murmurdoze,芭万希,0,0,3 days ago,False,0,,5,post-13234187
柩枢kiss,为啥我发不了图片😭,0,0,3 days ago,False,0,,5,post-13233048
柩枢kiss,有无人来救救我,0,0,3 days ago,False,0,,5,post-13233050
hehehehehefan,,0,0,3 days ago,False,0,,5,post-13233209
Sleepy_SA,,1,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkyNzcyLmdpZg==/original/JXxCj%2B.gif,5,post-13233026
Sleepy_SA,Hiii,0,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkyNzU0LmdpZg==/original/jDZFmD.gif,5,post-13233022
goodabc,在哪弄啊，下载了不行，全是一些代码不知道为什么😢,0,2,3 days ago,False,0,,5,post-13232855
Mister Misty-eyed,下载到本地用的话需要再在电脑上下一个简介里提到的decker才可以运行，下好decker之后在decker菜单栏里的file选项选择打开，在那里面找到wigglypaint的位置就能用了。不过其实可以直接点上面的run tool在网页上直接用的。,0,0,3 days ago,False,0,,5,post-13233486
jiajia0456,到底点哪里开始创作呀TVT,0,0,04563 days ago,False,0,,5,post-13232842
nekoshio,直接点灰色框框里面的run tool就行，画完了左下export,0,0,3 days ago,False,0,,5,post-13232905
Chunc,,1,1,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkyMzgyLmdpZg==/original/eZz1kK.gif,5,post-13232822
柩枢kiss,啊居然有亚瑟！,0,0,3 days ago,False,0,,5,post-13232981
25looves,h b,0,1,3 days ago,False,0,,5,post-13232778
nekoshio,好玩！,1,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkxODU0LmdpZg==/original/cNs8pB.gif,5,post-13232606
gaoxinyi,你们的颜色在哪来的啊,0,0,3 days ago,False,0,,5,post-13233603
nekoshio,点option可以切换提供好的配色，或者输入色号替换！（色号得用其他绘画软件吸色查看）,0,0,2 days ago,False,0,,5,post-13238088
Haishaiyu,图图！,0,0,2 days ago,False,0,,5,post-13235226
Wuzixuan623,为什么不能整页,2,4,6233 days ago,False,0,,5,post-13232509
goodabc,怎么弄啊就是不会弄，在哪可以画啊！!,1,5,3 days ago,False,0,,5,post-13232480
Reine xie,礼花boom～,2,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkxNTE3LmdpZg==/original/8I6jOi.gif,5,post-13232449
Ocean and Wave,请问，你怎么画的圆和方形,0,0,3 days ago,False,0,,5,post-13233249
Reine xie,我做了新的笔刷,0,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODk0OTc2LnBuZw==/original/BjVfNE.png,5,post-13234016
shinn,sayaaaaaaaaaaaaaaaaaaa,0,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkxMjY4LmdpZg==/original/E0JMe7.gif,5,post-13232332
g8dnight,Sanya？,2,1,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkxMTA2LmdpZg==/original/2RmFDY.gif,5,post-13232286
NuiBenXGZ,哇塞Sanya  suki,0,0,3 days ago,False,0,,5,post-13232515
NuiBenXGZ,田那好漂亮,0,0,3 days ago,False,0,,5,post-13232525
Lucas Balsack,为什么发不了图片啊？ 救命,2,0,3 days ago,False,0,,5,post-13232285
wuyuandan,之前没登录时画的画忘记录屏了 这里会自动保存吗😭,0,0,3 days ago,False,0,,5,post-13232239
chalijiu,,2,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwOTg0LmdpZg==/original/jAWYD3.gif,5,post-13232222
zt1161217,,0,0,11612173 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwOTM4LmdpZg==/original/PP3EPw.gif,5,post-13232203
Sk8erbo1,章鱼哥,2,0,13 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwODU3LmdpZg==/original/3ldpX0.gif,5,post-13232179
Xiaoyu CHU,笑死 好神经哈哈哈哈哈哈,0,1,3 days ago,False,0,,5,post-13232664
979317345,,1,0,9793173453 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwODQxLmdpZg==/original/x97LZJ.gif,5,post-13232165
wy121509,是绫波丽嘛,0,0,1215092 days ago,False,0,,5,post-13235271
979317345,,0,0,9793173451 day ago,False,0,,5,post-13249184
979317345,,0,0,9793173451 day ago,False,0,,5,post-13249186
Arrrrcha,,2,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwNzY3LmdpZg==/original/DIT%2BjG.gif,5,post-13232132
Arrrrcha,,0,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwNzYzLmdpZg==/original/urNNl6.gif,5,post-13232131
Arrrrcha,,0,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwNzU4LmdpZg==/original/wIVm3N.gif,5,post-13232128
Whawhy,,3,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwNzMyLmdpZg==/original/P6DcI4.gif,5,post-13232121
carmenwen,丝柯克带小时候的公子在深渊修炼Skirk bring childe practise in abyss,2,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODkwMjY2LmdpZg==/original/tqIbXc.gif,5,post-13231920
Im from Henan,你们的名字子怎么弄中文啊,0,0,3 days ago,False,0,,5,post-13231902
zyt0223,好看的呀,0,0,02233 days ago,False,0,,5,post-13231653
expecting_pudding,Lyra Pokémon,0,2,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg5MjU0LmdpZg==/original/mNXV0%2F.gif,5,post-13231468
KingFroggie,I love this alot (❁´◡`❁),1,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg5MTQ2LmdpZg==/original/C3x7Dq.gif,5,post-13231408
chang0412,,1,0,04123 days ago,True,1,https://img.itch.zone/aW1nLzIxODg5MTE2LmdpZg==/original/UG%2F%2F6m.gif,5,post-13231398
12323333333,怎么发图片,1,0,123233333333 days ago,False,0,,5,post-13232473
chang0412,开加速器,0,0,04123 days ago,False,0,,5,post-13233657
buen.hombre246,hiiii from mexico animation studioo L2,1,1,2463 days ago,True,1,https://img.itch.zone/aW1nLzIxODg5MDU2LmdpZg==/original/otrcYF.gif,5,post-13231370
ciomzzz,,4,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg4MTYxLmdpZg==/original/Xj0Bdu.gif,5,post-13230890
ozhsbdfow,阿妈特拉斯,0,0,3 days ago,False,0,,5,post-13233615
Reine xie,新笔刷～,3,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg4MDMxLmdpZg==/original/4FG6ra.gif,5,post-13230820
Sysl,,2,0,3 days ago,True,3,https://img.itch.zone/aW1nLzIxODg3NTM0LmdpZg==/original/oD%2FhAq.gif;https://img.itch.zone/aW1nLzIxODg3NTQ3LnBuZw==/original/2gqYIw.png;https://img.itch.zone/aW1nLzIxODg3NTUwLnBuZw==/original/pKb6HK.png,5,post-13230626
puppylovely,,7,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg3MTU2LmdpZg==/original/81N9js.gif,5,post-13230487
ZO.miaomiao,卧槽牛,2,0,3 days ago,False,0,,5,post-13231935
nekkko3333,太牛了,0,0,33333 days ago,False,0,,5,post-13232680
hehehehehefan,,0,0,3 days ago,False,0,,5,post-13230486
ciomzzz,,2,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg0OTQxLmdpZg==/original/aSQiIH.gif,5,post-13229387
Lyyacm,"created a gif for cyy and her favourite cat, maomao :p",0,0,3 days ago,True,1,https://img.itch.zone/aW1nLzIxODg0MjkxLmdpZg==/original/h7mKqR.gif,5,post-13229064
